Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos
346,Jarvis Brown,27,ATL,NL,-0.3,17,16,15,3,2,1,0,1,1,0,0,0,2,0.133,0.133,0.4,0.533,31,0.219,1,6,1,0,1,0,0,H/879
347,Midre Cummings*,22,PIT,NL,-0.3,24,92,86,11,21,4,0,1,12,0,0,4,18,0.244,0.283,0.326,0.608,58,0.282,53,28,0,1,0,1,0,Jul-89
348,Milt Cuyler#,25,DET,AL,0.1,48,134,116,20,28,3,1,1,11,5,3,13,21,0.241,0.318,0.31,0.629,64,0.308,73,36,3,1,2,2,0,87/9H
349,Mark Dalesandro,26,CAL,AL,-0.4,19,27,25,5,5,1,0,1,2,0,0,2,4,0.2,0.259,0.36,0.619,58,0.273,47,9,2,0,0,0,0,2/H57
350,Alex Diaz#,25,MIL,AL,0,79,203,187,17,47,5,7,1,17,5,5,10,19,0.251,0.285,0.369,0.654,65,0.29,59,69,5,0,3,3,1,89/H4D
351,Álvaro Espinoza,32,CLE,AL,0,90,244,231,27,55,13,0,1,19,1,3,6,33,0.238,0.258,0.307,0.566,47,0.254,39,71,7,1,4,2,0,564/3H
352,Félix Fermín,30,SEA,AL,0.4,101,411,379,52,120,21,0,1,35,4,4,11,22,0.317,0.338,0.38,0.718,85,0.332,87,144,9,4,12,5,0,*64
353,Eric Fox#,30,OAK,AL,0.1,26,47,44,7,9,2,0,1,1,2,0,3,8,0.205,0.255,0.318,0.574,53,0.286,59,14,0,0,0,0,0,8/9H
354,Marvin Freeman,31,COL,NL,0,19,42,36,5,4,1,0,1,3,0,0,1,21,0.111,0.179,0.222,0.402,-2,0.21,-21,8,0,2,3,0,0,1
355,Rene Gonzales,33,CLE,AL,0.4,22,30,23,6,8,1,1,1,5,2,0,5,3,0.348,0.448,0.609,1.057,173,0.462,168,14,0,0,1,1,0,5/36H4
356,Kevin Gross,33,LAD,NL,0.1,25,54,47,2,7,0,0,1,3,0,0,3,18,0.149,0.2,0.213,0.413,11,0.191,-13,10,1,0,4,0,0,1
357,Ozzie Guillén*,30,CHW,AL,0.8,100,390,365,46,105,9,5,1,39,5,4,14,35,0.288,0.311,0.348,0.659,72,0.294,64,127,5,0,7,4,2,*6/H
358,Ricky Gutiérrez,24,SDP,NL,-1.8,90,314,275,27,66,11,2,1,28,2,6,32,54,0.24,0.321,0.305,0.626,67,0.291,69,84,8,2,2,3,1,6H/4
359,Chip Hale*,29,MIN,AL,0.3,67,138,118,13,31,9,0,1,11,0,2,16,14,0.263,0.35,0.364,0.715,86,0.342,99,43,2,1,1,2,1,H5D/349
360,Joe Hall,28,CHW,AL,0.3,17,31,28,6,11,3,0,1,5,0,0,2,4,0.393,0.452,0.607,1.059,173,0.46,175,17,2,1,0,0,0,/H79D
361,Darryl Hamilton*,29,MIL,AL,0.3,36,159,141,23,37,10,1,1,13,3,0,15,17,0.262,0.331,0.369,0.7,78,0.324,74,52,2,0,2,1,1,8/DH
362,Todd Haney,28,CHC,NL,-0.3,17,43,37,6,6,0,0,1,2,2,1,3,3,0.162,0.238,0.243,0.481,27,0.223,11,9,0,1,1,1,0,4/H5
363,Bill Haselman,28,SEA,AL,0,38,88,83,11,16,7,1,1,8,1,0,3,11,0.193,0.23,0.337,0.567,44,0.293,57,28,2,1,1,0,0,2/HD9
364,José Hernández,24,CHC,NL,-0.2,56,146,132,18,32,2,3,1,9,2,2,8,29,0.242,0.291,0.326,0.617,62,0.274,50,43,4,1,5,0,0,56H/48
365,David Howard#,27,KCR,AL,0.7,46,100,83,9,19,4,0,1,13,3,2,11,23,0.229,0.309,0.313,0.623,60,0.3,64,26,1,0,3,3,0,56/H4D17
366,Trent Hubbard,30,COL,NL,0.3,18,28,25,3,7,1,1,1,3,0,0,3,4,0.28,0.357,0.52,0.877,111,0.509,201,13,1,0,0,0,0,H/87
367,David Hulse*,26,TEX,AL,-0.5,77,341,310,58,79,8,4,1,19,18,2,21,53,0.255,0.305,0.316,0.622,62,0.313,68,98,1,2,7,1,0,8/HD
368,Charles Johnson,22,FLA,NL,0.3,4,13,11,5,5,1,0,1,4,0,0,1,4,0.455,0.462,0.818,1.28,223,0.515,217,9,1,0,0,1,0,/2
369,Chad Kreuter#,29,DET,AL,0,65,204,170,17,38,8,0,1,19,0,1,28,36,0.224,0.327,0.288,0.615,61,0.288,58,49,3,0,2,4,0,2/37H
370,Mike LaValliere*,33,CHW,AL,0.4,59,172,139,6,39,4,0,1,24,0,2,20,15,0.281,0.368,0.331,0.699,85,0.32,84,46,4,1,9,3,0,2/H
371,Mark Lewis,24,CLE,AL,-0.8,20,76,73,6,15,5,0,1,8,1,0,2,13,0.205,0.227,0.315,0.542,39,0.24,24,23,2,0,1,0,0,6/54H
372,Mike Lieberthal,22,PHI,NL,-0.1,24,84,79,6,21,3,1,1,5,0,0,3,5,0.266,0.301,0.367,0.668,72,0.33,86,29,4,1,1,0,0,2/H
373,José Lind,30,KCR,AL,-0.3,85,315,290,34,78,16,2,1,31,9,5,16,34,0.269,0.306,0.348,0.654,67,0.296,60,101,7,0,8,1,1,*4/DH
374,Dave Magadan*,31,FLA,NL,-0.1,74,254,211,30,58,7,0,1,17,0,0,39,25,0.275,0.386,0.322,0.708,87,0.336,90,68,8,1,0,3,0,5H3
375,Kirt Manwaring,28,SFG,NL,0.6,97,351,316,30,79,17,1,1,29,1,1,25,50,0.25,0.308,0.32,0.628,69,0.292,67,101,10,3,4,3,3,*2
376,Norberto Martín,27,CHW,AL,0.1,45,145,131,19,36,7,1,1,16,4,2,9,16,0.275,0.317,0.366,0.683,78,0.304,70,48,2,0,3,2,0,4H/657D
377,Mike Matheny,23,MIL,AL,-0.1,28,59,53,3,12,3,0,1,2,0,1,3,13,0.226,0.293,0.34,0.633,61,0.294,63,18,1,2,1,0,0,2/H
378,Dave McCarty,24,MIN,AL,-0.3,44,143,131,21,34,8,2,1,12,2,1,7,32,0.26,0.322,0.374,0.696,79,0.323,81,49,3,5,0,0,1,3/7H9
379,Oddibe McDowell*,31,TEX,AL,0.6,59,220,183,34,48,5,1,1,15,14,2,28,39,0.262,0.355,0.317,0.672,77,0.338,85,58,3,0,6,3,0,89/HD
380,Bob Melvin,32,2TM,AL,-0.4,20,35,33,5,7,0,0,1,4,0,0,1,7,0.212,0.235,0.303,0.538,40,0.239,23,10,2,0,1,0,0,2/3HD
380,Bob Melvin,32,NYY,AL,-0.1,9,14,14,2,4,0,0,1,3,0,0,0,3,0.286,0.286,0.5,0.786,101,0.333,92,7,1,0,0,0,0,/23HD
380,Bob Melvin,32,CHW,AL,-0.3,11,21,19,3,3,0,0,0,1,0,0,1,4,0.158,0.2,0.158,0.358,-5,0.173,-25,3,1,0,1,0,0,2
381,Mike Mordecai,26,ATL,NL,0.2,4,5,4,1,1,0,0,1,3,0,0,1,0,0.25,0.4,1,1.4,247,0.546,239,4,0,0,0,0,0,/6H
382,Russ Morman,32,FLA,NL,0.1,13,36,33,2,7,0,1,1,2,0,0,2,9,0.212,0.278,0.364,0.641,65,0.311,72,12,1,1,0,0,0,/3H
383,Bobby Muñoz,26,PHI,NL,0.2,21,37,34,3,7,0,0,1,6,0,0,1,11,0.206,0.229,0.294,0.523,34,0.232,12,10,0,0,2,0,0,1
384,Denny Neagle*,25,PIT,NL,0.1,24,47,42,2,8,0,0,1,7,0,0,0,13,0.19,0.19,0.262,0.452,16,0.198,-20,11,0,0,5,0,0,1
385,Marc Newfield,21,SEA,AL,-0.5,12,40,38,3,7,1,0,1,4,0,0,2,4,0.184,0.225,0.289,0.514,31,0.23,16,11,2,0,0,0,0,/D7H
386,Melvin Nieves#,22,SDP,NL,0,10,22,19,2,5,1,0,1,4,0,0,3,10,0.263,0.364,0.474,0.837,120,0.369,119,9,0,0,0,0,0,/9H7
387,José Offerman#,25,LAD,NL,-1.4,72,289,243,27,51,8,4,1,25,2,1,38,38,0.21,0.314,0.288,0.603,63,0.295,68,70,6,0,6,2,4,6/H
388,Omar Olivares,26,STL,NL,0.1,15,31,28,4,6,0,0,1,3,0,0,1,8,0.214,0.241,0.321,0.563,47,0.249,28,9,1,0,2,0,0,1/H
389,Joe Oliver,28,CIN,NL,-0.1,6,21,19,1,4,0,0,1,5,0,0,2,3,0.211,0.286,0.368,0.654,70,0.317,79,7,1,0,0,0,1,/2
390,Derek Parks,25,MIN,AL,-0.3,31,96,89,6,17,6,0,1,9,0,1,4,20,0.191,0.242,0.292,0.534,38,0.255,38,26,2,2,1,0,0,2/H
391,J.R. Phillips*,24,SFG,NL,-0.1,15,40,38,1,5,0,0,1,3,1,0,1,13,0.132,0.15,0.211,0.361,-5,0.187,-12,8,1,0,0,1,0,3/H
392,Luis Polonia*,30,NYY,AL,1.3,95,394,350,62,109,21,6,1,36,20,12,37,36,0.311,0.383,0.414,0.797,110,0.375,124,145,7,4,2,1,1,*7H/D
393,Tom Quinlan,26,PHI,NL,-0.1,24,39,35,6,7,2,0,1,3,0,0,3,13,0.2,0.263,0.343,0.606,56,0.258,31,12,0,0,1,0,1,5/H
394,Randy Ready,34,PHI,NL,0.6,17,50,42,5,16,1,0,1,3,0,1,8,6,0.381,0.48,0.476,0.956,149,0.421,158,20,1,0,0,0,0,4/H5
395,Jeff Reed*,31,SFG,NL,-0.9,50,114,103,11,18,3,0,1,7,0,0,11,21,0.175,0.254,0.233,0.487,32,0.229,20,24,3,0,0,0,4,2H
396,Carlos Rodríguez#,26,BOS,AL,0.5,57,192,174,15,50,14,1,1,13,1,0,11,13,0.287,0.33,0.397,0.726,84,0.34,87,69,3,0,7,0,0,64/H5
397,Stan Royer,26,2TM,2LG,-0.6,43,66,66,3,11,5,0,1,3,0,0,0,21,0.167,0.167,0.288,0.455,16,0.208,2,19,1,0,0,0,0,H3/5
397,Stan Royer,26,STL,NL,-0.5,39,57,57,3,10,5,0,1,2,0,0,0,18,0.175,0.175,0.316,0.491,26,0.225,15,18,1,0,0,0,0,H3/5
397,Stan Royer,26,BOS,AL,-0.1,4,9,9,0,1,0,0,0,1,0,0,0,3,0.111,0.111,0.111,0.222,-43,0.101,-74,1,0,0,0,0,0,/53
398,Pete Schourek*,25,CIN,NL,0,22,25,23,1,4,0,0,1,1,0,0,1,3,0.174,0.208,0.304,0.513,32,0.226,11,7,0,0,1,0,0,1
399,Danny Sheaffer,32,COL,NL,-0.8,44,120,110,11,24,4,0,1,12,0,2,10,11,0.218,0.283,0.282,0.565,39,0.26,29,31,2,0,0,0,0,2H/37
400,Dave Silvestri,26,NYY,AL,-0.1,12,23,18,3,2,0,1,1,2,0,1,4,9,0.111,0.261,0.389,0.65,68,0.256,55,7,0,0,0,1,0,/456H
401,John Smoltz,27,ATL,NL,0.3,21,47,37,6,6,1,0,1,1,0,0,4,14,0.162,0.244,0.27,0.514,33,0.237,8,10,1,0,6,0,0,1
402,Andy Stankiewicz,29,HOU,NL,0.4,37,69,54,10,14,3,0,1,5,1,1,12,12,0.259,0.403,0.37,0.773,109,0.356,115,20,2,1,2,0,0,6H/45
403,Dale Sveum#,30,SEA,AL,-0.2,10,29,27,3,5,0,0,1,2,0,0,2,10,0.185,0.241,0.296,0.538,38,0.242,25,8,1,0,0,0,0,/DH5
404,Ron Tingley,35,2TM,2LG,-0.7,24,62,57,4,9,3,1,1,2,0,0,5,20,0.158,0.226,0.298,0.524,35,0.235,18,17,2,0,0,0,0,2/H
404,Ron Tingley,35,FLA,NL,-0.5,19,57,52,4,9,3,1,1,2,0,0,5,18,0.173,0.246,0.327,0.573,47,0.255,33,17,2,0,0,0,0,2/H
404,Ron Tingley,35,CHW,AL,-0.2,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-137,0,0,0,0,0,0,/2
405,Andy Tomberlin*,27,BOS,AL,0,17,42,36,1,7,0,1,1,1,1,0,6,12,0.194,0.31,0.333,0.643,64,0.301,58,12,0,0,0,0,0,/H97D1
406,Brian Turang,27,SEA,AL,-0.6,38,123,112,9,21,5,1,1,8,3,1,7,25,0.188,0.242,0.277,0.518,33,0.253,29,31,0,1,3,0,0,78/4DH
407,Chris Turner,25,CAL,AL,0.2,58,163,149,23,36,7,1,1,12,3,0,10,29,0.242,0.29,0.322,0.612,58,0.315,72,48,2,1,1,2,0,2/H
408,Omar Vizquel#,27,CLE,AL,0.8,69,322,286,39,78,10,1,1,33,13,4,23,23,0.273,0.325,0.325,0.65,71,0.31,71,93,4,0,11,2,0,6/H
409,Jerome Walton,28,CIN,NL,-0.3,46,73,68,10,21,4,0,1,9,1,3,4,12,0.309,0.347,0.412,0.759,98,0.32,94,28,2,0,1,0,0,H7/398
410,Walt Weiss#,30,COL,NL,-0.7,110,486,423,58,106,11,4,1,32,12,7,56,58,0.251,0.336,0.303,0.639,58,0.311,60,128,6,0,4,3,0,*6/H
411,Jerry Willard*,34,SEA,AL,0.1,6,6,5,1,1,0,0,1,3,0,0,1,1,0.2,0.333,0.8,1.133,180,0.445,163,4,0,0,0,0,0,/H2D
412,Rick Wrona,30,MIL,AL,0.4,6,12,10,2,5,4,0,1,3,0,0,1,1,0.5,0.545,1.2,1.745,328,0.696,351,12,0,0,1,0,0,/2H3
413,Kevin Young,25,PIT,NL,-0.6,59,134,122,15,25,7,2,1,11,0,2,8,34,0.205,0.258,0.32,0.577,49,0.249,33,39,3,1,2,1,2,35H/79
414,Bob Zupcic,27,2TM,AL,-0.8,36,101,92,10,18,4,1,1,8,0,1,4,17,0.196,0.227,0.293,0.52,34,0.243,30,27,2,0,4,1,0,79/H53D
414,Bob Zupcic,27,BOS,AL,-0.4,4,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-100,-0.134,-142,0,0,0,0,0,0,/7HD
414,Bob Zupcic,27,CHW,AL,-0.4,32,97,88,10,18,4,1,1,8,0,0,4,16,0.205,0.237,0.307,0.543,40,0.26,37,27,2,0,4,1,0,79/H53
415,Mark Acre,25,OAK,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
416,Larry Andersen,41,PHI,NL,0,29,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0.713,350,0,0,0,0,0,0,1
417,Garret Anderson*,22,CAL,AL,0.1,5,13,13,0,5,0,0,0,1,0,0,0,2,0.385,0.385,0.385,0.769,100,0.349,98,5,0,0,0,0,0,/7H
418,Luis Aquino,30,FLA,NL,0,29,7,6,1,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333,-13,0.15,-67,1,0,0,1,0,0,1
419,Alex Arias,26,FLA,NL,-0.3,59,125,113,4,27,5,0,0,15,0,1,9,19,0.239,0.298,0.283,0.582,52,0.279,52,32,5,1,1,1,0,H65
420,René Arocha,30,STL,NL,0,45,13,9,0,1,1,0,0,0,0,0,1,5,0.111,0.2,0.222,0.422,11,0.197,-36,2,0,0,3,0,0,1
421,Andy Ashby,26,SDP,NL,-0.1,24,59,49,2,8,0,0,0,0,0,0,1,19,0.163,0.18,0.163,0.343,-8,0.158,-55,8,2,0,9,0,0,1
422,Billy Ashley,23,LAD,NL,0,2,6,6,0,2,1,0,0,0,0,0,0,2,0.333,0.333,0.5,0.833,120,0.36,116,3,0,0,0,0,0,/7
423,Pedro Astacio,25,LAD,NL,-0.5,23,51,47,2,3,0,0,0,0,0,0,0,22,0.064,0.064,0.064,0.128,-66,0.057,-117,3,0,0,4,0,0,1
424,Steve Avery*,24,ATL,NL,-0.1,24,58,49,4,5,2,0,0,5,0,0,1,16,0.102,0.115,0.143,0.258,-33,0.149,-59,7,0,0,6,2,0,1
425,Bobby Ayala,24,SEA,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
426,Jeff Ballard*,30,PIT,NL,0,28,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,162,0.45,174,1,0,0,0,0,0,1
427,Willie Banks,25,CHC,NL,0.1,23,50,41,3,5,1,0,0,0,0,1,1,13,0.122,0.163,0.146,0.309,-18,0.178,-29,6,0,1,7,0,0,1
428,Brian Barnes*,27,LAD,NL,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
429,José Bautista,29,CHC,NL,0,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-152,0,0,0,0,0,0,1
430,Billy Bean*,30,SDP,NL,-1.3,84,146,135,7,29,5,1,0,14,0,1,7,25,0.215,0.248,0.267,0.515,37,0.237,26,36,4,0,1,3,1,H739/8
431,Rod Beck,25,SFG,NL,0,48,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-140,0,0,0,0,0,0,1
432,Steve Bedrosian,36,ATL,NL,0.1,46,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,161,0.45,174,1,0,0,0,0,0,1
433,Stan Belinda,27,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
434,Rafael Belliard,32,ATL,NL,-0.5,46,127,120,9,29,7,1,0,9,0,2,2,29,0.242,0.264,0.317,0.581,50,0.26,41,38,4,2,2,1,1,64/H
435,Esteban Beltré,26,TEX,AL,0,48,153,131,12,37,5,0,0,12,2,5,16,25,0.282,0.358,0.321,0.679,78,0.321,90,42,3,0,5,1,0,6/5H4
436,Freddie Benavides,28,MON,NL,-1.1,47,90,85,8,16,5,1,0,6,0,0,3,15,0.188,0.222,0.271,0.493,28,0.214,3,23,2,1,0,1,1,4/H536
437,Andy Benes,26,SDP,NL,-0.1,25,63,49,2,8,1,0,0,7,0,0,1,22,0.163,0.18,0.184,0.364,-3,0.184,-43,9,3,0,13,0,0,1
438,Mike Bielecki,34,ATL,NL,-0.1,19,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-234,0,0,0,1,0,0,1
439,Bud Black*,37,SFG,NL,-0.2,10,22,17,0,1,0,0,0,1,0,0,0,5,0.059,0.059,0.059,0.118,-68,0.053,-163,1,0,0,5,0,0,1
440,Willie Blair,28,COL,NL,-0.1,47,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,-163,0,0,0,0,0,0,1
441,Greg Blosser*,23,BOS,AL,-0.1,5,15,11,2,1,0,0,0,1,0,0,4,4,0.091,0.333,0.091,0.424,16,0.255,31,1,0,0,0,0,0,/97DH
442,Toby Borland,25,PHI,NL,0,24,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,-149,0,0,0,0,0,0,1
443,Shawn Boskie,27,2TM,NL,0.1,21,30,26,2,3,1,1,0,2,0,0,3,7,0.115,0.207,0.231,0.438,13,0.203,-8,6,0,0,1,0,0,1/H
443,Shawn Boskie,27,CHC,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
443,Shawn Boskie,27,PHI,NL,0.1,19,30,26,2,3,1,1,0,2,0,0,3,7,0.115,0.207,0.231,0.438,13,0.203,-8,6,0,0,1,0,0,1/H
444,Ricky Bottalico*,24,PHI,NL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
445,Kent Bottenfield,25,2TM,NL,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-158,0,0,0,0,0,0,1
445,Kent Bottenfield,25,COL,NL,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-158,0,0,0,0,0,0,1
445,Kent Bottenfield,25,SFG,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
446,Denis Boucher,26,MON,NL,0.1,10,4,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1,152,0.42,169,2,0,0,1,0,0,1
447,Rafael Bournigal,28,LAD,NL,-1,40,132,116,2,26,3,1,0,11,0,0,9,5,0.224,0.291,0.267,0.559,51,0.264,45,31,4,2,5,0,1,6
448,Ryan Bowen,26,FLA,NL,0.2,8,16,14,2,5,2,0,0,0,0,0,1,4,0.357,0.4,0.5,0.9,132,0.395,135,7,0,0,1,0,0,/1
449,Jim Bowie*,29,OAK,AL,-0.2,6,15,14,0,3,0,0,0,0,0,0,0,2,0.214,0.214,0.214,0.429,16,0.194,-4,3,1,0,1,0,0,/3H
450,Darren Bragg*,24,SEA,AL,0,8,21,19,4,3,1,0,0,2,0,0,2,5,0.158,0.238,0.211,0.449,17,0.328,82,4,0,0,0,0,1,/7DH
451,Jeff Brantley,30,CIN,NL,0,50,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,-27,0.178,-19,0,0,0,0,0,0,1
452,Sid Bream*,33,HOU,NL,0.4,46,70,61,7,21,5,0,0,7,0,1,9,9,0.344,0.429,0.426,0.855,130,0.388,141,26,2,0,0,0,1,H3
453,Brad Brink,29,SFG,NL,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-133,0,0,0,0,0,0,/1
454,John Briscoe,26,OAK,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1/H
455,Doug Brocail*,27,SDP,NL,0,14,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-148,0,0,0,0,0,0,1/H
456,Tom Browning*,34,CIN,NL,0,7,16,14,1,2,1,0,0,0,0,0,0,6,0.143,0.143,0.214,0.357,-8,0.154,-55,3,0,0,2,0,0,/1
457,Mike Brumley#,32,OAK,AL,-0.4,11,26,25,0,6,0,0,0,2,0,0,1,8,0.24,0.269,0.24,0.509,39,0.237,33,6,0,0,0,0,0,/457H6
458,Gary Buckels,28,STL,NL,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
459,Damon Buford,24,BAL,AL,0,4,2,2,2,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,155,0.453,165,1,0,0,0,0,0,/H7D
460,Jim Bullinger,28,CHC,NL,0.1,33,29,22,0,3,2,0,0,4,0,0,2,8,0.136,0.208,0.227,0.436,14,0.24,9,5,0,0,5,0,0,1
461,Dave Burba,27,SFG,NL,0,57,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-140,0,0,0,0,0,0,1
462,John Burkett,29,SFG,NL,-0.5,25,55,51,1,3,0,0,0,0,0,0,1,21,0.059,0.077,0.059,0.136,-63,0.066,-105,3,1,0,3,0,0,1
463,Rob Butler*,24,TOR,AL,-0.8,41,88,74,13,13,0,1,0,5,0,1,7,8,0.176,0.25,0.203,0.453,19,0.234,21,15,3,1,4,2,0,78H/9D
464,Mike Campbell,30,SDP,NL,0.1,3,3,3,0,1,0,0,0,2,0,0,0,1,0.333,0.333,0.333,0.667,77,0.3,69,1,0,0,0,0,0,/1
465,Tom Candiotti,37,LAD,NL,-0.1,23,58,50,2,7,1,0,0,3,0,0,1,9,0.14,0.157,0.16,0.317,-15,0.144,-57,8,0,0,7,0,0,1
466,John Cangelosi#,31,NYM,NL,0.6,62,135,111,14,28,4,0,0,4,5,1,19,20,0.252,0.371,0.288,0.66,77,0.325,81,32,1,2,3,0,1,H798
467,Cris Carpenter,29,TEX,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
468,Héctor Carrasco,24,CIN,NL,-0.1,45,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,-147,0,0,0,0,0,0,1
469,Matías Carrillo*,31,FLA,NL,-1.3,80,146,136,13,34,7,0,0,9,3,3,9,31,0.25,0.295,0.301,0.596,55,0.271,48,41,5,0,0,1,0,H97/8
470,Andy Carter*,25,PHI,NL,-0.1,20,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-150,0,0,0,0,0,0,1
471,Frank Castillo,25,CHC,NL,-0.1,4,10,9,0,0,0,0,0,0,0,0,1,4,0,0.1,0,0.1,-71,0.071,-95,0,0,0,0,0,0,/1
472,Juan Castillo,24,NYM,NL,0,2,5,5,0,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,6,0.18,-17,1,0,0,0,0,0,/1
473,Domingo Cedeño#,25,TOR,AL,-0.9,47,114,97,14,19,2,3,0,10,1,2,10,31,0.196,0.261,0.278,0.54,40,0.245,31,27,1,0,3,4,0,4H/657
474,Frank Cimorelli,25,STL,NL,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-148,0,0,0,0,0,0,1
475,Steve Cooke,24,PIT,NL,0,25,47,42,2,8,1,0,0,0,0,0,0,12,0.19,0.19,0.214,0.405,5,0.18,-34,9,0,0,5,0,0,1
476,Rhéal Cormier*,27,STL,NL,0.2,8,16,14,2,4,0,0,0,1,0,0,1,2,0.286,0.375,0.286,0.661,78,0.316,80,4,0,1,0,0,0,/1
477,Rod Correia,26,CAL,AL,-0.1,6,19,17,4,4,1,0,0,0,0,0,0,0,0.235,0.316,0.294,0.61,59,0.289,57,5,0,2,0,0,0,/46
478,Chuck Crim,32,CHC,NL,0,49,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-152,0,0,0,0,0,0,1
479,Tripp Cromer,26,STL,NL,-0.1,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/6H
480,Fausto Cruz,22,OAK,AL,-0.4,17,32,28,2,3,0,0,0,0,0,0,4,6,0.107,0.219,0.107,0.326,-8,0.176,-9,3,0,0,0,0,0,6/H54
481,Jim Czajkowski#,30,COL,NL,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
482,Omar Daal*,22,LAD,NL,0,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
483,Ron Darling,33,OAK,AL,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-131,0,0,0,0,0,0,1/H
484,Butch Davis,36,TEX,AL,-0.1,4,17,17,2,4,3,0,0,0,1,0,0,3,0.235,0.235,0.412,0.647,64,0.287,48,7,0,0,0,0,0,/9
485,Russ Davis,24,NYY,AL,-0.3,4,14,14,0,2,0,0,0,1,0,0,0,4,0.143,0.143,0.143,0.286,-24,0.13,-46,2,1,0,0,0,0,/5
486,Mark Davis*,33,SDP,NL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
487,José DeLeón,33,CHW,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
488,Rich DeLucia,29,CIN,NL,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
489,Mark Dewey,29,PIT,NL,0.1,45,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,424,0.899,483,1,0,0,0,0,0,1
490,Mario Díaz,32,FLA,NL,0.8,32,85,77,10,25,4,2,0,11,0,0,6,6,0.325,0.376,0.429,0.805,108,0.357,105,33,1,1,0,1,0,H5/46
491,Steve Dixon*,24,STL,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
492,Doug Drabek,31,HOU,NL,0.6,24,65,58,4,14,0,1,0,6,0,0,0,10,0.241,0.262,0.276,0.538,44,0.287,60,16,0,2,4,1,0,1/H
493,Brian Drahman,27,FLA,NL,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
494,Darren Dreifort,22,LAD,NL,0.1,28,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2,440,0.899,883,1,0,0,1,0,0,1/H
